50	0	49	2025-06-14 22:09:24	0.6153
100	0	99	2025-06-14 22:09:40	0.5626
150	0	149	2025-06-14 22:09:55	0.3414
200	0	199	2025-06-14 22:10:10	0.3868
250	0	249	2025-06-14 22:10:26	0.3905
300	0	299	2025-06-14 22:10:41	0.3699
350	0	349	2025-06-14 22:10:56	0.4677
400	0	399	2025-06-14 22:11:12	0.3473
450	0	449	2025-06-14 22:11:27	0.3726
500	0	499	2025-06-14 22:11:43	0.5353
550	0	549	2025-06-14 22:11:58	0.3251
600	0	599	2025-06-14 22:12:14	0.2463
650	0	649	2025-06-14 22:12:29	0.3641
700	0	699	2025-06-14 22:12:45	0.4193
750	0	749	2025-06-14 22:13:00	0.4172
800	0	799	2025-06-14 22:13:16	0.3393
850	0	849	2025-06-14 22:13:31	0.2629
900	0	899	2025-06-14 22:13:46	0.3272
950	0	949	2025-06-14 22:14:02	0.3847
1000	0	999	2025-06-14 22:14:17	0.2313
1050	0	1049	2025-06-14 22:14:33	0.3818
1100	0	1099	2025-06-14 22:14:48	0.3868
1150	0	1149	2025-06-14 22:15:04	0.3293
1200	0	1199	2025-06-14 22:15:19	0.4168
1250	0	1249	2025-06-14 22:15:35	0.2612
1300	0	1299	2025-06-14 22:15:50	0.2885
1350	0	1349	2025-06-14 22:16:06	0.3044
1400	0	1399	2025-06-14 22:16:21	0.3620
1450	0	1449	2025-06-14 22:16:36	0.3777
1500	0	1499	2025-06-14 22:16:52	0.3157
1550	0	1549	2025-06-14 22:17:07	0.2474
1600	0	1599	2025-06-14 22:17:23	0.3206
1650	0	1649	2025-06-14 22:17:38	0.4748
1700	0	1699	2025-06-14 22:17:54	0.2576
1750	0	1749	2025-06-14 22:18:09	0.3714
1800	0	1799	2025-06-14 22:18:25	0.3213
1850	0	1849	2025-06-14 22:18:40	0.3335
1900	0	1899	2025-06-14 22:18:56	0.3052
1950	0	1949	2025-06-14 22:19:11	0.3084
2000	0	1999	2025-06-14 22:19:26	0.2587
2050	0	2049	2025-06-14 22:19:42	0.3168
2100	0	2099	2025-06-14 22:19:57	0.3349
2150	0	2149	2025-06-14 22:20:13	0.2120
