50	0	49	2025-06-14 22:09:26	0.6673
100	0	99	2025-06-14 22:09:41	0.6565
150	0	149	2025-06-14 22:09:56	0.6500
200	0	199	2025-06-14 22:10:11	0.6526
250	0	249	2025-06-14 22:10:27	0.6303
300	0	299	2025-06-14 22:10:42	0.6566
350	0	349	2025-06-14 22:10:57	0.6403
400	0	399	2025-06-14 22:11:13	0.6370
450	0	449	2025-06-14 22:11:28	0.6797
500	0	499	2025-06-14 22:11:43	0.6741
550	0	549	2025-06-14 22:11:59	0.6683
600	0	599	2025-06-14 22:12:14	0.5925
650	0	649	2025-06-14 22:12:29	0.6994
700	0	699	2025-06-14 22:12:45	0.6214
750	0	749	2025-06-14 22:13:00	0.6758
800	0	799	2025-06-14 22:13:15	0.6368
850	0	849	2025-06-14 22:13:31	0.6217
900	0	899	2025-06-14 22:13:46	0.6445
950	0	949	2025-06-14 22:14:01	0.6724
1000	0	999	2025-06-14 22:14:17	0.6438
1050	0	1049	2025-06-14 22:14:32	0.6444
1100	0	1099	2025-06-14 22:14:48	0.7223
1150	0	1149	2025-06-14 22:15:03	0.6377
1200	0	1199	2025-06-14 22:15:18	0.6567
1250	0	1249	2025-06-14 22:15:34	0.6868
1300	0	1299	2025-06-14 22:15:49	0.6338
1350	0	1349	2025-06-14 22:16:04	0.6440
1400	0	1399	2025-06-14 22:16:20	0.6318
1450	0	1449	2025-06-14 22:16:35	0.6863
1500	0	1499	2025-06-14 22:16:50	0.6716
1550	0	1549	2025-06-14 22:17:06	0.6501
1600	0	1599	2025-06-14 22:17:21	0.6211
1650	0	1649	2025-06-14 22:17:36	0.7172
1700	0	1699	2025-06-14 22:17:52	0.6410
1750	0	1749	2025-06-14 22:18:07	0.6841
1800	0	1799	2025-06-14 22:18:23	0.6380
1850	0	1849	2025-06-14 22:18:38	0.6676
1900	0	1899	2025-06-14 22:18:53	0.6454
1950	0	1949	2025-06-14 22:19:09	0.6169
2000	0	1999	2025-06-14 22:19:24	0.6807
2050	0	2049	2025-06-14 22:19:39	0.6391
2100	0	2099	2025-06-14 22:19:55	0.6781
2150	0	2149	2025-06-14 22:20:10	0.6502
2200	0	2199	2025-06-14 22:20:25	0.6243
2250	0	2249	2025-06-14 22:20:41	0.6683
2300	0	2299	2025-06-14 22:20:56	0.6401
2350	0	2349	2025-06-14 22:21:12	0.6734
2400	0	2399	2025-06-14 22:21:27	0.6386
2450	0	2449	2025-06-14 22:21:42	0.6841
2500	0	2499	2025-06-14 22:21:58	0.6732
2550	0	2549	2025-06-14 22:22:13	0.6589
2600	0	2599	2025-06-14 22:22:28	0.6265
2650	0	2649	2025-06-14 22:22:44	0.6270
2700	0	2699	2025-06-14 22:22:59	0.6670
2750	0	2749	2025-06-14 22:23:14	0.6713
2800	0	2799	2025-06-14 22:23:30	0.6324
2850	0	2849	2025-06-14 22:23:45	0.6667
2900	0	2899	2025-06-14 22:24:01	0.6824
2950	1	1	2025-06-14 22:25:33	0.6020
3000	1	51	2025-06-14 22:25:48	0.6297
3050	1	101	2025-06-14 22:26:04	0.6153
3100	1	151	2025-06-14 22:26:19	0.6736
3150	1	201	2025-06-14 22:26:34	0.6667
3200	1	251	2025-06-14 22:26:50	0.6450
3250	1	301	2025-06-14 22:27:05	0.6766
3300	1	351	2025-06-14 22:27:20	0.6441
3350	1	401	2025-06-14 22:27:36	0.7257
3400	1	451	2025-06-14 22:27:51	0.6621
3450	1	501	2025-06-14 22:28:06	0.6930
3500	1	551	2025-06-14 22:28:22	0.6078
3550	1	601	2025-06-14 22:28:37	0.6564
3600	1	651	2025-06-14 22:28:52	0.6619
3650	1	701	2025-06-14 22:29:08	0.6667
3700	1	751	2025-06-14 22:29:23	0.6493
3750	1	801	2025-06-14 22:29:38	0.6420
3800	1	851	2025-06-14 22:29:54	0.7016
3850	1	901	2025-06-14 22:30:09	0.6457
3900	1	951	2025-06-14 22:30:25	0.6616
3950	1	1001	2025-06-14 22:30:40	0.6458
4000	1	1051	2025-06-14 22:30:55	0.6196
4050	1	1101	2025-06-14 22:31:11	0.6527
4100	1	1151	2025-06-14 22:31:26	0.6991
4150	1	1201	2025-06-14 22:31:41	0.6501
4200	1	1251	2025-06-14 22:31:57	0.6462
4250	1	1301	2025-06-14 22:32:12	0.6821
4300	1	1351	2025-06-14 22:32:27	0.6622
4350	1	1401	2025-06-14 22:32:43	0.6561
4400	1	1451	2025-06-14 22:32:58	0.6866
4450	1	1501	2025-06-14 22:33:14	0.6458
4500	1	1551	2025-06-14 22:33:29	0.6216
4550	1	1601	2025-06-14 22:33:44	0.6617
4600	1	1651	2025-06-14 22:34:00	0.6560
4650	1	1701	2025-06-14 22:34:15	0.6756
4700	1	1751	2025-06-14 22:34:30	0.6328
4750	1	1801	2025-06-14 22:34:46	0.6024
4800	1	1851	2025-06-14 22:35:01	0.6884
4850	1	1901	2025-06-14 22:35:16	0.6275
4900	1	1951	2025-06-14 22:35:32	0.6931
4950	1	2001	2025-06-14 22:35:47	0.6628
5000	1	2051	2025-06-14 22:36:03	0.6720
5050	1	2101	2025-06-14 22:36:18	0.7220
5100	1	2151	2025-06-14 22:36:33	0.6296
5150	1	2201	2025-06-14 22:36:49	0.6240
5200	1	2251	2025-06-14 22:37:04	0.6444
5250	1	2301	2025-06-14 22:37:19	0.6501
5300	1	2351	2025-06-14 22:37:35	0.6616
5350	1	2401	2025-06-14 22:37:50	0.6922
5400	1	2451	2025-06-14 22:38:05	0.6386
5450	1	2501	2025-06-14 22:38:21	0.6026
5500	1	2551	2025-06-14 22:38:36	0.6502
5550	1	2601	2025-06-14 22:38:52	0.6717
5600	1	2651	2025-06-14 22:39:07	0.6616
5650	1	2701	2025-06-14 22:39:22	0.6330
5700	1	2751	2025-06-14 22:39:38	0.7002
5750	1	2801	2025-06-14 22:39:53	0.6385
5800	1	2851	2025-06-14 22:40:08	0.6513
5850	1	2901	2025-06-14 22:40:24	0.6848
5900	2	3	2025-06-14 22:42:03	0.6936
5950	2	53	2025-06-14 22:42:18	0.6426
6000	2	103	2025-06-14 22:42:33	0.6437
6050	2	153	2025-06-14 22:42:49	0.6466
6100	2	203	2025-06-14 22:43:04	0.6618
6150	2	253	2025-06-14 22:43:19	0.7022
6200	2	303	2025-06-14 22:43:35	0.6718
6250	2	353	2025-06-14 22:43:50	0.6988
6300	2	403	2025-06-14 22:44:05	0.6567
6350	2	453	2025-06-14 22:44:21	0.6254
6400	2	503	2025-06-14 22:44:36	0.6909
6450	2	553	2025-06-14 22:44:51	0.6673
6500	2	603	2025-06-14 22:45:07	0.7074
6550	2	653	2025-06-14 22:45:22	0.6844
6600	2	703	2025-06-14 22:45:38	0.6489
6650	2	753	2025-06-14 22:45:53	0.6730
6700	2	803	2025-06-14 22:46:08	0.7155
6750	2	853	2025-06-14 22:46:24	0.6238
6800	2	903	2025-06-14 22:46:39	0.6503
6850	2	953	2025-06-14 22:46:54	0.6285
6900	2	1003	2025-06-14 22:47:10	0.6151
6950	2	1053	2025-06-14 22:47:25	0.6384
7000	2	1103	2025-06-14 22:47:41	0.6724
7050	2	1153	2025-06-14 22:47:56	0.6185
7100	2	1203	2025-06-14 22:48:11	0.6616
7150	2	1253	2025-06-14 22:48:27	0.6436
7200	2	1303	2025-06-14 22:48:42	0.6382
7250	2	1353	2025-06-14 22:48:57	0.6904
7300	2	1403	2025-06-14 22:49:13	0.6625
7350	2	1453	2025-06-14 22:49:28	0.6450
7400	2	1503	2025-06-14 22:49:44	0.6171
7450	2	1553	2025-06-14 22:49:59	0.6631
7500	2	1603	2025-06-14 22:50:14	0.6156
7550	2	1653	2025-06-14 22:50:30	0.6458
7600	2	1703	2025-06-14 22:50:45	0.6442
7650	2	1753	2025-06-14 22:51:00	0.6880
7700	2	1803	2025-06-14 22:51:16	0.6667
7750	2	1853	2025-06-14 22:51:31	0.6876
7800	2	1903	2025-06-14 22:51:47	0.6958
7850	2	1953	2025-06-14 22:52:02	0.6720
7900	2	2003	2025-06-14 22:52:17	0.6823
7950	2	2053	2025-06-14 22:52:33	0.6802
8000	2	2103	2025-06-14 22:52:48	0.6618
8050	2	2153	2025-06-14 22:53:03	0.6307
