global_step	epoch	step_in_epoch	timestamp	loss
2300	0	2299	2025-06-15 03:00:15	0.6955
2350	0	2349	2025-06-15 03:00:46	0.7266
2400	0	2399	2025-06-15 03:01:16	0.6464
2450	0	2449	2025-06-15 03:01:46	0.7907
2500	0	2499	2025-06-15 03:02:17	0.6405
2550	0	2549	2025-06-15 03:02:47	0.5709
2600	0	2599	2025-06-15 03:03:17	0.6888
2650	0	2649	2025-06-15 03:03:47	0.7392
2700	0	2699	2025-06-15 03:04:18	0.5628
2750	0	2749	2025-06-15 03:04:48	0.5406
2800	0	2799	2025-06-15 03:05:18	0.6317
2850	0	2849	2025-06-15 03:05:48	0.6021
2900	0	2899	2025-06-15 03:06:19	0.8107
2950	1	1	2025-06-15 03:08:44	0.4696
3000	1	51	2025-06-15 03:09:14	0.7083
3050	1	101	2025-06-15 03:09:44	0.6301
3100	1	151	2025-06-15 03:10:15	0.5740
3150	1	201	2025-06-15 03:10:45	0.5781
3200	1	251	2025-06-15 03:11:15	0.5899
3250	1	301	2025-06-15 03:11:45	0.7765
3300	1	351	2025-06-15 03:12:16	0.5387
3350	1	401	2025-06-15 03:12:46	0.5988
3400	1	451	2025-06-15 03:13:16	0.5663
3450	1	501	2025-06-15 03:13:46	0.5297
3500	1	551	2025-06-15 03:14:17	0.6666
3550	1	601	2025-06-15 03:14:47	0.5364
3600	1	651	2025-06-15 03:15:17	0.5930
3650	1	701	2025-06-15 03:15:48	0.7200
3700	1	751	2025-06-15 03:16:18	0.6723
3750	1	801	2025-06-15 03:16:48	0.5104
3800	1	851	2025-06-15 03:17:18	0.6136
3850	1	901	2025-06-15 03:17:49	0.6140
3900	1	951	2025-06-15 03:18:19	0.3572
3950	1	1001	2025-06-15 03:18:49	0.5798
4000	1	1051	2025-06-15 03:19:19	0.5094
4050	1	1101	2025-06-15 03:19:50	0.4838
4100	1	1151	2025-06-15 03:20:20	0.4686
4150	1	1201	2025-06-15 03:20:50	0.5540
4200	1	1251	2025-06-15 03:21:21	0.6583
4250	1	1301	2025-06-15 03:21:51	0.5353
4300	1	1351	2025-06-15 03:22:21	0.4853
4350	1	1401	2025-06-15 03:22:51	0.5219
4400	1	1451	2025-06-15 03:23:22	0.4719
4450	1	1501	2025-06-15 03:23:52	0.4454
4500	1	1551	2025-06-15 03:24:22	0.6115
4550	1	1601	2025-06-15 03:24:52	0.6021
4600	1	1651	2025-06-15 03:25:23	0.4394
4650	1	1701	2025-06-15 03:25:53	0.4963
4700	1	1751	2025-06-15 03:26:23	0.6463
4750	1	1801	2025-06-15 03:26:53	0.5971
4800	1	1851	2025-06-15 03:27:24	0.6682
4850	1	1901	2025-06-15 03:27:54	0.5704
4900	1	1951	2025-06-15 03:28:24	0.6473
4950	1	2001	2025-06-15 03:28:54	0.4543
5000	1	2051	2025-06-15 03:29:25	0.4613
5050	1	2101	2025-06-15 03:29:55	0.4919
5100	1	2151	2025-06-15 03:30:25	0.4262
5150	1	2201	2025-06-15 03:30:55	0.6619
5200	1	2251	2025-06-15 03:31:26	0.4358
5250	1	2301	2025-06-15 03:31:56	0.5339
5300	1	2351	2025-06-15 03:32:26	0.5282
5350	1	2401	2025-06-15 03:32:56	0.5033
5400	1	2451	2025-06-15 03:33:27	0.6636
5450	1	2501	2025-06-15 03:33:57	0.5800
5500	1	2551	2025-06-15 03:34:27	0.4676
5550	1	2601	2025-06-15 03:34:57	0.5098
5600	1	2651	2025-06-15 03:35:28	0.4612
5650	1	2701	2025-06-15 03:35:58	0.4919
5700	1	2751	2025-06-15 03:36:28	0.4657
5750	1	2801	2025-06-15 03:36:58	0.4569
5800	1	2851	2025-06-15 03:37:29	0.5694
5850	1	2901	2025-06-15 03:37:59	0.4150
5900	2	3	2025-06-15 03:40:31	0.3764
5950	2	53	2025-06-15 03:41:01	0.4718
6000	2	103	2025-06-15 03:41:32	0.4595
6050	2	153	2025-06-15 03:42:02	0.4654
6100	2	203	2025-06-15 03:42:32	0.5096
6150	2	253	2025-06-15 03:43:02	0.5557
6200	2	303	2025-06-15 03:43:33	0.4884
6250	2	353	2025-06-15 03:44:03	0.5865
6300	2	403	2025-06-15 03:44:33	0.4407
6350	2	453	2025-06-15 03:45:03	0.7790
6400	2	503	2025-06-15 03:45:33	0.5001
6450	2	553	2025-06-15 03:46:04	0.4553
6500	2	603	2025-06-15 03:46:34	0.5402
6550	2	653	2025-06-15 03:47:04	0.5061
6600	2	703	2025-06-15 03:47:34	0.5645
6650	2	753	2025-06-15 03:48:04	0.4756
6700	2	803	2025-06-15 03:48:35	0.4584
6750	2	853	2025-06-15 03:49:05	0.4514
6800	2	903	2025-06-15 03:49:35	0.3925
6850	2	953	2025-06-15 03:50:05	0.4944
6900	2	1003	2025-06-15 03:50:35	0.4227
6950	2	1053	2025-06-15 03:51:05	0.4803
7000	2	1103	2025-06-15 03:51:36	0.4737
7050	2	1153	2025-06-15 03:52:06	0.3906
7100	2	1203	2025-06-15 03:52:36	0.5107
7150	2	1253	2025-06-15 03:53:06	0.3983
7200	2	1303	2025-06-15 03:53:36	0.4501
7250	2	1353	2025-06-15 03:54:06	0.5107
7300	2	1403	2025-06-15 03:54:37	0.5482
7350	2	1453	2025-06-15 03:55:07	0.5315
7400	2	1503	2025-06-15 03:55:37	0.4498
7450	2	1553	2025-06-15 03:56:07	0.4398
7500	2	1603	2025-06-15 03:56:37	0.5430
7550	2	1653	2025-06-15 03:57:07	0.2986
7600	2	1703	2025-06-15 03:57:38	0.5907
7650	2	1753	2025-06-15 03:58:08	0.4178
7700	2	1803	2025-06-15 03:58:38	0.4516
7750	2	1853	2025-06-15 03:59:08	0.6501
7800	2	1903	2025-06-15 03:59:38	0.4092
7850	2	1953	2025-06-15 04:00:08	0.3775
7900	2	2003	2025-06-15 04:00:38	0.4526
7950	2	2053	2025-06-15 04:01:09	0.5208
8000	2	2103	2025-06-15 04:01:39	0.3017
8050	2	2153	2025-06-15 04:02:09	0.5017
8100	2	2203	2025-06-15 04:02:39	0.4330
8150	2	2253	2025-06-15 04:03:09	0.4304
8200	2	2303	2025-06-15 04:03:39	0.4375
8250	2	2353	2025-06-15 04:04:10	0.5141
8300	2	2403	2025-06-15 04:04:40	0.3917
8350	2	2453	2025-06-15 04:05:10	0.4555
8400	2	2503	2025-06-15 04:05:40	0.5433
8450	2	2553	2025-06-15 04:06:10	0.3194
8500	2	2603	2025-06-15 04:06:40	0.4492
8550	2	2653	2025-06-15 04:07:10	0.5450
8600	2	2703	2025-06-15 04:07:41	0.3737
8650	2	2753	2025-06-15 04:08:11	0.4733
8700	2	2803	2025-06-15 04:08:41	0.5073
8750	2	2853	2025-06-15 04:09:11	0.2902
8800	2	2903	2025-06-15 04:09:41	0.4373
8850	3	5	2025-06-15 04:12:13	0.3766
8900	3	55	2025-06-15 04:12:43	0.3835
8950	3	105	2025-06-15 04:13:14	0.3614
9000	3	155	2025-06-15 04:13:44	0.3507
9050	3	205	2025-06-15 04:14:14	0.3610
9100	3	255	2025-06-15 04:14:44	0.2498
9150	3	305	2025-06-15 04:15:14	0.4952
9200	3	355	2025-06-15 04:15:44	0.4126
9250	3	405	2025-06-15 04:16:15	0.2811
9300	3	455	2025-06-15 04:16:45	0.3788
9350	3	505	2025-06-15 04:17:15	0.3499
9400	3	555	2025-06-15 04:17:45	0.3204
9450	3	605	2025-06-15 04:18:15	0.3277
9500	3	655	2025-06-15 04:18:46	0.4106
9550	3	705	2025-06-15 04:19:16	0.4496
9600	3	755	2025-06-15 04:19:46	0.4036
9650	3	805	2025-06-15 04:20:16	0.4600
9700	3	855	2025-06-15 04:20:46	0.3208
9750	3	905	2025-06-15 04:21:17	0.3694
9800	3	955	2025-06-15 04:21:47	0.3237
9850	3	1005	2025-06-15 04:22:17	0.4162
9900	3	1055	2025-06-15 04:22:47	0.3669
9950	3	1105	2025-06-15 04:23:17	0.3735
10000	3	1155	2025-06-15 04:23:47	0.3205
10050	3	1205	2025-06-15 04:24:18	0.4932
10100	3	1255	2025-06-15 04:24:48	0.3307
10150	3	1305	2025-06-15 04:25:18	0.4618
10200	3	1355	2025-06-15 04:25:48	0.5412
10250	3	1405	2025-06-15 04:26:18	0.3295
10300	3	1455	2025-06-15 04:26:48	0.3484
10350	3	1505	2025-06-15 04:27:19	0.3044
10400	3	1555	2025-06-15 04:27:49	0.3358
10450	3	1605	2025-06-15 04:28:19	0.3367
10500	3	1655	2025-06-15 04:28:49	0.4515
10550	3	1705	2025-06-15 04:29:19	0.4257
10600	3	1755	2025-06-15 04:29:49	0.3883
10650	3	1805	2025-06-15 04:30:20	0.4210
10700	3	1855	2025-06-15 04:30:50	0.4585
10750	3	1905	2025-06-15 04:31:20	0.4348
10800	3	1955	2025-06-15 04:31:50	0.3218
10850	3	2005	2025-06-15 04:32:20	0.3818
10900	3	2055	2025-06-15 04:32:50	0.4624
10950	3	2105	2025-06-15 04:33:21	0.4717
11000	3	2155	2025-06-15 04:33:51	0.4434
11050	3	2205	2025-06-15 04:34:21	0.3237
11100	3	2255	2025-06-15 04:34:51	0.3334
11150	3	2305	2025-06-15 04:35:21	0.4334
11200	3	2355	2025-06-15 04:35:51	0.3110
11250	3	2405	2025-06-15 04:36:22	0.4628
11300	3	2455	2025-06-15 04:36:52	0.4054
11350	3	2505	2025-06-15 04:37:22	0.3689
11400	3	2555	2025-06-15 04:37:52	0.3830
11450	3	2605	2025-06-15 04:38:22	0.4097
11500	3	2655	2025-06-15 04:38:53	0.4451
11550	3	2705	2025-06-15 04:39:23	0.3325
11600	3	2755	2025-06-15 04:39:53	0.4822
11650	3	2805	2025-06-15 04:40:23	0.4431
11700	3	2855	2025-06-15 04:40:53	0.3254
11750	3	2905	2025-06-15 04:41:23	0.3905
11800	4	7	2025-06-15 04:43:55	0.3317
11850	4	57	2025-06-15 04:44:25	0.3520
11900	4	107	2025-06-15 04:44:55	0.3238
11950	4	157	2025-06-15 04:45:25	0.3217
12000	4	207	2025-06-15 04:45:56	0.3761
12050	4	257	2025-06-15 04:46:26	0.3176
12100	4	307	2025-06-15 04:46:56	0.4059
12150	4	357	2025-06-15 04:47:26	0.4140
12200	4	407	2025-06-15 04:47:56	0.3199
12250	4	457	2025-06-15 04:48:27	0.4035
12300	4	507	2025-06-15 04:48:57	0.3320
12350	4	557	2025-06-15 04:49:27	0.2629
12400	4	607	2025-06-15 04:49:57	0.3765
12450	4	657	2025-06-15 04:50:27	0.3889
12500	4	707	2025-06-15 04:50:58	0.2748
12550	4	757	2025-06-15 04:51:28	0.3614
12600	4	807	2025-06-15 04:51:58	0.2307
12650	4	857	2025-06-15 04:52:28	0.2625
12700	4	907	2025-06-15 04:52:58	0.3414
12750	4	957	2025-06-15 04:53:28	0.3453
12800	4	1007	2025-06-15 04:53:59	0.2671
12850	4	1057	2025-06-15 04:54:29	0.3439
12900	4	1107	2025-06-15 04:54:59	0.2879
12950	4	1157	2025-06-15 04:55:29	0.2793
13000	4	1207	2025-06-15 04:55:59	0.3053
13050	4	1257	2025-06-15 04:56:29	0.3438
13100	4	1307	2025-06-15 04:57:00	0.3073
13150	4	1357	2025-06-15 04:57:30	0.2296
13200	4	1407	2025-06-15 04:58:00	0.4006
13250	4	1457	2025-06-15 04:58:30	0.3287
13300	4	1507	2025-06-15 04:59:00	0.3271
13350	4	1557	2025-06-15 04:59:30	0.3020
13400	4	1607	2025-06-15 05:00:00	0.3697
13450	4	1657	2025-06-15 05:00:31	0.2992
13500	4	1707	2025-06-15 05:01:01	0.3292
13550	4	1757	2025-06-15 05:01:31	0.3262
13600	4	1807	2025-06-15 05:02:01	0.3220
13650	4	1857	2025-06-15 05:02:31	0.2707
13700	4	1907	2025-06-15 05:03:01	0.2274
13750	4	1957	2025-06-15 05:03:32	0.2727
13800	4	2007	2025-06-15 05:04:02	0.4003
13850	4	2057	2025-06-15 05:04:32	0.4612
13900	4	2107	2025-06-15 05:05:02	0.2472
13950	4	2157	2025-06-15 05:05:32	0.3159
14000	4	2207	2025-06-15 05:06:02	0.2925
14050	4	2257	2025-06-15 05:06:32	0.3724
14100	4	2307	2025-06-15 05:07:03	0.3731
14150	4	2357	2025-06-15 05:07:33	0.2216
14200	4	2407	2025-06-15 05:08:03	0.3640
14250	4	2457	2025-06-15 05:08:33	0.2627
14300	4	2507	2025-06-15 05:09:03	0.2172
14350	4	2557	2025-06-15 05:09:33	0.2911
14400	4	2607	2025-06-15 05:10:04	0.4282
14450	4	2657	2025-06-15 05:10:34	0.2806
14500	4	2707	2025-06-15 05:11:04	0.3065
14550	4	2757	2025-06-15 05:11:34	0.2398
14600	4	2807	2025-06-15 05:12:04	0.4367
14650	4	2857	2025-06-15 05:12:34	0.3006
14700	4	2907	2025-06-15 05:13:05	0.3779
14750	5	9	2025-06-15 05:15:37	0.1982
14800	5	59	2025-06-15 05:16:07	0.2522
14850	5	109	2025-06-15 05:16:37	0.1402
14900	5	159	2025-06-15 05:17:07	0.2278
14950	5	209	2025-06-15 05:17:37	0.2010
15000	5	259	2025-06-15 05:18:07	0.2864
15050	5	309	2025-06-15 05:18:38	0.1517
15100	5	359	2025-06-15 05:19:08	0.2478
15150	5	409	2025-06-15 05:19:38	0.2084
15200	5	459	2025-06-15 05:20:08	0.2284
15250	5	509	2025-06-15 05:20:38	0.1969
15300	5	559	2025-06-15 05:21:08	0.2709
15350	5	609	2025-06-15 05:21:39	0.2341
15400	5	659	2025-06-15 05:22:09	0.2889
15450	5	709	2025-06-15 05:22:39	0.2455
15500	5	759	2025-06-15 05:23:09	0.1925
15550	5	809	2025-06-15 05:23:39	0.2446
15600	5	859	2025-06-15 05:24:09	0.2068
15650	5	909	2025-06-15 05:24:40	0.2945
15700	5	959	2025-06-15 05:25:10	0.2460
15750	5	1009	2025-06-15 05:25:40	0.2058
15800	5	1059	2025-06-15 05:26:10	0.2738
15850	5	1109	2025-06-15 05:26:40	0.1955
15900	5	1159	2025-06-15 05:27:10	0.3266
15950	5	1209	2025-06-15 05:27:41	0.2154
16000	5	1259	2025-06-15 05:28:11	0.1836
16050	5	1309	2025-06-15 05:28:41	0.2184
16100	5	1359	2025-06-15 05:29:11	0.2901
16150	5	1409	2025-06-15 05:29:41	0.2569
16200	5	1459	2025-06-15 05:30:11	0.1777
16250	5	1509	2025-06-15 05:30:42	0.2962
16300	5	1559	2025-06-15 05:31:12	0.2570
16350	5	1609	2025-06-15 05:31:42	0.1667
16400	5	1659	2025-06-15 05:32:12	0.2132
16450	5	1709	2025-06-15 05:32:42	0.2196
16500	5	1759	2025-06-15 05:33:13	0.3111
16550	5	1809	2025-06-15 05:33:43	0.1854
16600	5	1859	2025-06-15 05:34:13	0.2843
16650	5	1909	2025-06-15 05:34:43	0.2841
16700	5	1959	2025-06-15 05:35:13	0.2165
16750	5	2009	2025-06-15 05:35:43	0.2647
16800	5	2059	2025-06-15 05:36:14	0.2808
16850	5	2109	2025-06-15 05:36:44	0.3459
16900	5	2159	2025-06-15 05:37:14	0.3263
16950	5	2209	2025-06-15 05:37:44	0.3903
17000	5	2259	2025-06-15 05:38:14	0.3288
17050	5	2309	2025-06-15 05:38:44	0.2657
17100	5	2359	2025-06-15 05:39:15	0.2205
17150	5	2409	2025-06-15 05:39:45	0.2576
17200	5	2459	2025-06-15 05:40:15	0.2567
17250	5	2509	2025-06-15 05:40:45	0.2549
17300	5	2559	2025-06-15 05:41:15	0.2342
17350	5	2609	2025-06-15 05:41:45	0.1852
17400	5	2659	2025-06-15 05:42:15	0.1651
17450	5	2709	2025-06-15 05:42:46	0.0976
17500	5	2759	2025-06-15 05:43:16	0.3250
17550	5	2809	2025-06-15 05:43:46	0.2893
17600	5	2859	2025-06-15 05:44:16	0.2412
17650	5	2909	2025-06-15 05:44:46	0.1977
17700	6	11	2025-06-15 05:47:18	0.2082
17750	6	61	2025-06-15 05:47:48	0.1817
17800	6	111	2025-06-15 05:48:19	0.1036
17850	6	161	2025-06-15 05:48:49	0.1554
17900	6	211	2025-06-15 05:49:19	0.1874
17950	6	261	2025-06-15 05:49:49	0.1204
18000	6	311	2025-06-15 05:50:19	0.1375
18050	6	361	2025-06-15 05:50:49	0.1495
18100	6	411	2025-06-15 05:51:19	0.1615
18150	6	461	2025-06-15 05:51:50	0.1161
18200	6	511	2025-06-15 05:52:20	0.1684
18250	6	561	2025-06-15 05:52:50	0.1586
18300	6	611	2025-06-15 05:53:20	0.1371
18350	6	661	2025-06-15 05:53:50	0.1227
18400	6	711	2025-06-15 05:54:20	0.1321
18450	6	761	2025-06-15 05:54:51	0.1558
18500	6	811	2025-06-15 05:55:21	0.2009
18550	6	861	2025-06-15 05:55:51	0.1920
18600	6	911	2025-06-15 05:56:21	0.1822
18650	6	961	2025-06-15 05:56:51	0.1692
18700	6	1011	2025-06-15 05:57:21	0.1239
18750	6	1061	2025-06-15 05:57:51	0.1175
18800	6	1111	2025-06-15 05:58:22	0.1969
18850	6	1161	2025-06-15 05:58:52	0.1781
18900	6	1211	2025-06-15 05:59:22	0.2004
18950	6	1261	2025-06-15 05:59:52	0.1209
19000	6	1311	2025-06-15 06:00:22	0.1399
19050	6	1361	2025-06-15 06:00:52	0.2347
19100	6	1411	2025-06-15 06:01:23	0.1182
19150	6	1461	2025-06-15 06:01:53	0.1936
19200	6	1511	2025-06-15 06:02:23	0.1201
19250	6	1561	2025-06-15 06:02:53	0.1425
19300	6	1611	2025-06-15 06:03:23	0.1564
19350	6	1661	2025-06-15 06:03:53	0.1552
19400	6	1711	2025-06-15 06:04:23	0.1466
19450	6	1761	2025-06-15 06:04:54	0.1361
19500	6	1811	2025-06-15 06:05:24	0.2014
19550	6	1861	2025-06-15 06:05:54	0.1478
19600	6	1911	2025-06-15 06:06:24	0.1389
19650	6	1961	2025-06-15 06:06:54	0.1809
19700	6	2011	2025-06-15 06:07:24	0.1456
19750	6	2061	2025-06-15 06:07:54	0.1688
19800	6	2111	2025-06-15 06:08:25	0.1716
19850	6	2161	2025-06-15 06:08:55	0.2425
19900	6	2211	2025-06-15 06:09:25	0.1904
19950	6	2261	2025-06-15 06:09:55	0.1418
20000	6	2311	2025-06-15 06:10:25	0.1402
20050	6	2361	2025-06-15 06:10:55	0.1617
20100	6	2411	2025-06-15 06:11:25	0.2557
20150	6	2461	2025-06-15 06:11:56	0.1778
20200	6	2511	2025-06-15 06:12:26	0.1834
20250	6	2561	2025-06-15 06:12:56	0.1935
20300	6	2611	2025-06-15 06:13:26	0.3028
20350	6	2661	2025-06-15 06:13:56	0.3164
20400	6	2711	2025-06-15 06:14:26	0.1775
20450	6	2761	2025-06-15 06:14:57	0.2377
20500	6	2811	2025-06-15 06:15:27	0.1781
20550	6	2861	2025-06-15 06:15:57	0.2378
20600	6	2911	2025-06-15 06:16:27	0.1799
20650	7	13	2025-06-15 06:18:59	0.1102
20700	7	63	2025-06-15 06:19:29	0.2006
20750	7	113	2025-06-15 06:19:59	0.1357
20800	7	163	2025-06-15 06:20:29	0.1204
20850	7	213	2025-06-15 06:21:00	0.1935
20900	7	263	2025-06-15 06:21:30	0.1514
20950	7	313	2025-06-15 06:22:00	0.1234
21000	7	363	2025-06-15 06:22:30	0.1476
21050	7	413	2025-06-15 06:23:00	0.1499
21100	7	463	2025-06-15 06:23:30	0.0963
21150	7	513	2025-06-15 06:24:01	0.1210
21200	7	563	2025-06-15 06:24:31	0.1026
21250	7	613	2025-06-15 06:25:01	0.1027
21300	7	663	2025-06-15 06:25:31	0.1586
21350	7	713	2025-06-15 06:26:01	0.1543
21400	7	763	2025-06-15 06:26:31	0.1378
21450	7	813	2025-06-15 06:27:01	0.1748
21500	7	863	2025-06-15 06:27:32	0.1042
21550	7	913	2025-06-15 06:28:02	0.1556
21600	7	963	2025-06-15 06:28:32	0.1183
21650	7	1013	2025-06-15 06:29:02	0.1428
21700	7	1063	2025-06-15 06:29:32	0.1339
21750	7	1113	2025-06-15 06:30:02	0.1211
21800	7	1163	2025-06-15 06:30:32	0.1708
21850	7	1213	2025-06-15 06:31:03	0.1014
21900	7	1263	2025-06-15 06:31:33	0.1138
21950	7	1313	2025-06-15 06:32:03	0.2043
22000	7	1363	2025-06-15 06:32:33	0.0976
22050	7	1413	2025-06-15 06:33:03	0.1202
22100	7	1463	2025-06-15 06:33:34	0.1336
22150	7	1513	2025-06-15 06:34:04	0.1814
22200	7	1563	2025-06-15 06:34:34	0.1086
22250	7	1613	2025-06-15 06:35:04	0.1584
